"Date","Price","Open","High","Low","Change %"
"Jan 31, 2020","1.3199","1.3099","1.3210","1.3083","0.80%"
"Jan 30, 2020","1.3094","1.3020","1.3111","1.2977","0.57%"
"Jan 29, 2020","1.3020","1.3028","1.3032","1.2989","-0.05%"
"Jan 28, 2020","1.3027","1.3055","1.3067","1.2975","-0.20%"
"Jan 27, 2020","1.3053","1.3075","1.3105","1.3040","-0.18%"
"Jan 24, 2020","1.3076","1.3122","1.3174","1.3056","-0.34%"
"Jan 23, 2020","1.3121","1.3142","1.3152","1.3096","-0.14%"
"Jan 22, 2020","1.3140","1.3051","1.3154","1.3034","0.71%"
"Jan 21, 2020","1.3047","1.3013","1.3085","1.2995","0.29%"
"Jan 20, 2020","1.3009","1.3002","1.3014","1.2961","0.01%"
"Jan 17, 2020","1.3008","1.3080","1.3119","1.3005","-0.52%"
"Jan 16, 2020","1.3076","1.3039","1.3084","1.3024","0.31%"
"Jan 15, 2020","1.3036","1.3018","1.3044","1.2986","0.15%"
"Jan 14, 2020","1.3017","1.2988","1.3034","1.2953","0.22%"
"Jan 13, 2020","1.2988","1.3055","1.3064","1.2960","-0.54%"
"Jan 10, 2020","1.3059","1.3067","1.3097","1.3041","-0.05%"
"Jan 09, 2020","1.3065","1.3101","1.3125","1.3012","-0.24%"
"Jan 08, 2020","1.3097","1.3125","1.3171","1.3080","-0.20%"
"Jan 07, 2020","1.3123","1.3168","1.3213","1.3095","-0.33%"
"Jan 06, 2020","1.3167","1.3075","1.3175","1.3063","0.62%"
"Jan 03, 2020","1.3086","1.3138","1.3162","1.3053","-0.44%"
"Jan 02, 2020","1.3144","1.3255","1.3268","1.3115","-0.83%"
"Jan 01, 2020","1.3254","1.3261","1.3276","1.3237","-0.04%"
"Dec 31, 2019","1.3259","1.3117","1.3285","1.3106","1.11%"
"Dec 30, 2019","1.3113","1.3066","1.3152","1.3066","0.28%"
"Dec 27, 2019","1.3076","1.2992","1.3118","1.2967","0.65%"
"Dec 26, 2019","1.2992","1.2961","1.3017","1.2952","0.25%"
"Dec 25, 2019","1.2960","1.2943","1.2990","1.2921","0.12%"
"Dec 24, 2019","1.2944","1.2936","1.2972","1.2912","0.09%"
"Dec 23, 2019","1.2933","1.2994","1.3033","1.2904","-0.53%"
"Dec 20, 2019","1.3002","1.3010","1.3081","1.2978","-0.04%"
"Dec 19, 2019","1.3007","1.3079","1.3133","1.2989","-0.53%"
"Dec 18, 2019","1.3076","1.3129","1.3136","1.3059","-0.40%"
"Dec 17, 2019","1.3128","1.3330","1.3340","1.3099","-1.51%"
"Dec 16, 2019","1.3329","1.3336","1.3423","1.3320","0.03%"
"Dec 13, 2019","1.3325","1.3168","1.3516","1.3160","1.24%"
"Dec 12, 2019","1.3162","1.3203","1.3230","1.3051","-0.23%"
"Dec 11, 2019","1.3193","1.3157","1.3214","1.3106","0.30%"
"Dec 10, 2019","1.3154","1.3151","1.3217","1.3132","0.08%"
"Dec 09, 2019","1.3143","1.3139","1.3182","1.3117","0.06%"
"Dec 06, 2019","1.3135","1.3157","1.3167","1.3100","-0.15%"
"Dec 05, 2019","1.3155","1.3104","1.3168","1.3102","0.40%"
"Dec 04, 2019","1.3103","1.2993","1.3122","1.2981","0.85%"
"Dec 03, 2019","1.2992","1.2940","1.3012","1.2930","0.43%"
"Dec 02, 2019","1.2936","1.2917","1.2951","1.2895","0.02%"
"Nov 29, 2019","1.2933","1.2911","1.2948","1.2879","0.17%"
"Nov 28, 2019","1.2911","1.2921","1.2952","1.2898","-0.08%"
"Nov 27, 2019","1.2921","1.2866","1.2924","1.2826","0.44%"
"Nov 26, 2019","1.2865","1.2899","1.2910","1.2836","-0.26%"
"Nov 25, 2019","1.2898","1.2851","1.2913","1.2840","0.53%"
"Nov 22, 2019","1.2830","1.2915","1.2930","1.2823","-0.64%"
"Nov 21, 2019","1.2913","1.2924","1.2972","1.2893","-0.07%"
"Nov 20, 2019","1.2922","1.2924","1.2933","1.2887","0.00%"
"Nov 19, 2019","1.2922","1.2954","1.2971","1.2909","-0.23%"
"Nov 18, 2019","1.2952","1.2905","1.2986","1.2900","0.41%"
"Nov 15, 2019","1.2899","1.2881","1.2921","1.2866","0.14%"
"Nov 14, 2019","1.2881","1.2851","1.2889","1.2824","0.25%"
"Nov 13, 2019","1.2849","1.2848","1.2865","1.2822","0.04%"
"Nov 12, 2019","1.2844","1.2855","1.2875","1.2815","-0.05%"
"Nov 11, 2019","1.2851","1.2777","1.2898","1.2777","0.63%"
"Nov 08, 2019","1.2770","1.2813","1.2826","1.2768","-0.34%"
"Nov 07, 2019","1.2813","1.2853","1.2879","1.2794","-0.29%"
"Nov 06, 2019","1.2850","1.2885","1.2898","1.2844","-0.25%"
"Nov 05, 2019","1.2882","1.2884","1.2918","1.2859","0.00%"
"Nov 04, 2019","1.2882","1.2944","1.2948","1.2875","-0.40%"
"Nov 01, 2019","1.2934","1.2940","1.2974","1.2926","-0.05%"
"Oct 31, 2019","1.2940","1.2904","1.2976","1.2894","0.30%"
"Oct 30, 2019","1.2901","1.2869","1.2909","1.2845","0.28%"
"Oct 29, 2019","1.2865","1.2865","1.2905","1.2806","0.02%"
"Oct 28, 2019","1.2862","1.2825","1.2878","1.2810","0.32%"
"Oct 25, 2019","1.2821","1.2852","1.2864","1.2803","-0.23%"
"Oct 24, 2019","1.2850","1.2912","1.2952","1.2788","-0.51%"
"Oct 23, 2019","1.2916","1.2872","1.2923","1.2840","0.34%"
"Oct 22, 2019","1.2872","1.2959","1.3001","1.2861","-0.66%"
"Oct 21, 2019","1.2958","1.2925","1.3013","1.2874","-0.10%"
"Oct 18, 2019","1.2971","1.2890","1.2987","1.2838","0.64%"
"Oct 17, 2019","1.2888","1.2832","1.2990","1.2750","0.45%"
"Oct 16, 2019","1.2830","1.2787","1.2877","1.2656","0.34%"
"Oct 15, 2019","1.2786","1.2609","1.2800","1.2602","1.43%"
"Oct 14, 2019","1.2606","1.2625","1.2654","1.2515","-0.32%"
"Oct 11, 2019","1.2647","1.2441","1.2708","1.2407","1.66%"
"Oct 10, 2019","1.2440","1.2206","1.2470","1.2205","1.93%"
"Oct 09, 2019","1.2204","1.2219","1.2292","1.2198","-0.11%"
"Oct 08, 2019","1.2217","1.2292","1.2304","1.2194","-0.59%"
"Oct 07, 2019","1.2290","1.2326","1.2338","1.2286","-0.34%"
"Oct 04, 2019","1.2332","1.2333","1.2358","1.2276","0.03%"
"Oct 03, 2019","1.2328","1.2306","1.2414","1.2265","0.23%"
"Oct 02, 2019","1.2300","1.2307","1.2325","1.2227","-0.01%"
"Oct 01, 2019","1.2301","1.2287","1.2342","1.2206","0.11%"
"Sep 30, 2019","1.2287","1.2289","1.2348","1.2275","-0.01%"
"Sep 27, 2019","1.2288","1.2322","1.2338","1.2270","-0.28%"
"Sep 26, 2019","1.2322","1.2356","1.2382","1.2302","-0.22%"
"Sep 25, 2019","1.2349","1.2484","1.2500","1.2347","-1.11%"
"Sep 24, 2019","1.2488","1.2429","1.2503","1.2414","0.47%"
"Sep 23, 2019","1.2429","1.2469","1.2492","1.2413","-0.38%"
"Sep 20, 2019","1.2477","1.2524","1.2583","1.2459","-0.38%"
"Sep 19, 2019","1.2524","1.2473","1.2560","1.2438","0.45%"
"Sep 18, 2019","1.2468","1.2502","1.2514","1.2438","-0.26%"
"Sep 17, 2019","1.2500","1.2437","1.2528","1.2392","0.58%"
"Sep 16, 2019","1.2428","1.2501","1.2511","1.2399","-0.58%"
"Sep 13, 2019","1.2500","1.2335","1.2507","1.2327","1.36%"
"Sep 12, 2019","1.2332","1.2325","1.2368","1.2283","0.05%"
"Sep 11, 2019","1.2326","1.2349","1.2372","1.2312","-0.16%"
"Sep 10, 2019","1.2346","1.2347","1.2377","1.2306","0.01%"
"Sep 09, 2019","1.2345","1.2273","1.2385","1.2233","0.52%"
"Sep 06, 2019","1.2281","1.2331","1.2345","1.2278","-0.39%"
"Sep 05, 2019","1.2329","1.2253","1.2355","1.2210","0.64%"
"Sep 04, 2019","1.2250","1.2078","1.2259","1.2076","1.37%"
"Sep 03, 2019","1.2084","1.2067","1.2106","1.1958","0.15%"
"Sep 02, 2019","1.2066","1.2149","1.2176","1.2034","-0.74%"
"Aug 30, 2019","1.2156","1.2180","1.2226","1.2139","-0.26%"
"Aug 29, 2019","1.2188","1.2211","1.2234","1.2171","-0.17%"
"Aug 28, 2019","1.2209","1.2290","1.2293","1.2156","-0.63%"
"Aug 27, 2019","1.2287","1.2219","1.2310","1.2208","0.59%"
"Aug 26, 2019","1.2215","1.2264","1.2287","1.2207","-0.51%"
"Aug 23, 2019","1.2277","1.2251","1.2294","1.2194","0.22%"
"Aug 22, 2019","1.2250","1.2128","1.2273","1.2107","1.02%"
"Aug 21, 2019","1.2126","1.2170","1.2177","1.2112","-0.35%"
"Aug 20, 2019","1.2168","1.2127","1.2183","1.2064","0.35%"
"Aug 19, 2019","1.2125","1.2148","1.2174","1.2104","-0.20%"
"Aug 16, 2019","1.2149","1.2086","1.2177","1.2076","0.54%"
"Aug 15, 2019","1.2084","1.2062","1.2151","1.2049","0.21%"
"Aug 14, 2019","1.2059","1.2058","1.2102","1.2045","0.01%"
"Aug 13, 2019","1.2058","1.2076","1.2098","1.2041","-0.12%"
"Aug 12, 2019","1.2073","1.2048","1.2107","1.2014","0.32%"
"Aug 09, 2019","1.2034","1.2126","1.2155","1.2024","-0.80%"
"Aug 08, 2019","1.2131","1.2141","1.2184","1.2095","-0.07%"
"Aug 07, 2019","1.2140","1.2170","1.2192","1.2120","-0.21%"
"Aug 06, 2019","1.2166","1.2145","1.2211","1.2133","0.21%"
"Aug 05, 2019","1.2141","1.2143","1.2190","1.2101","-0.11%"
"Aug 02, 2019","1.2154","1.2135","1.2170","1.2090","0.19%"
"Aug 01, 2019","1.2131","1.2155","1.2171","1.2078","-0.21%"
"Jul 31, 2019","1.2157","1.2154","1.2250","1.2134","0.07%"
"Jul 30, 2019","1.2149","1.2220","1.2228","1.2119","-0.56%"
"Jul 29, 2019","1.2217","1.2386","1.2389","1.2212","-1.32%"
"Jul 26, 2019","1.2380","1.2464","1.2464","1.2376","-0.59%"
"Jul 25, 2019","1.2454","1.2484","1.2519","1.2436","-0.22%"
"Jul 24, 2019","1.2481","1.2438","1.2523","1.2426","0.36%"
"Jul 23, 2019","1.2436","1.2473","1.2483","1.2418","-0.30%"
"Jul 22, 2019","1.2474","1.2508","1.2522","1.2455","-0.21%"
"Jul 19, 2019","1.2500","1.2551","1.2557","1.2477","-0.37%"
"Jul 18, 2019","1.2546","1.2433","1.2559","1.2426","0.93%"
"Jul 17, 2019","1.2431","1.2407","1.2457","1.2382","0.23%"
"Jul 16, 2019","1.2403","1.2515","1.2522","1.2395","-0.89%"
"Jul 15, 2019","1.2514","1.2573","1.2581","1.2509","-0.47%"
"Jul 12, 2019","1.2573","1.2520","1.2580","1.2517","0.43%"
"Jul 11, 2019","1.2519","1.2499","1.2572","1.2498","0.16%"
"Jul 10, 2019","1.2499","1.2468","1.2522","1.2443","0.27%"
"Jul 09, 2019","1.2465","1.2514","1.2524","1.2440","-0.36%"
"Jul 08, 2019","1.2510","1.2517","1.2541","1.2499","-0.10%"
"Jul 05, 2019","1.2523","1.2581","1.2588","1.2480","-0.42%"
"Jul 04, 2019","1.2576","1.2573","1.2593","1.2567","0.04%"
"Jul 03, 2019","1.2571","1.2592","1.2603","1.2557","-0.16%"
"Jul 02, 2019","1.2591","1.2641","1.2654","1.2583","-0.37%"
"Jul 01, 2019","1.2638","1.2695","1.2708","1.2631","-0.43%"
"Jun 28, 2019","1.2693","1.2677","1.2736","1.2663","0.14%"
"Jun 27, 2019","1.2675","1.2687","1.2725","1.2661","-0.10%"
"Jun 26, 2019","1.2688","1.2700","1.2708","1.2663","-0.07%"
"Jun 25, 2019","1.2697","1.2742","1.2785","1.2671","-0.33%"
"Jun 24, 2019","1.2739","1.2722","1.2767","1.2708","-0.01%"
"Jun 21, 2019","1.2740","1.2701","1.2750","1.2642","0.32%"
"Jun 20, 2019","1.2699","1.2642","1.2729","1.2632","0.47%"
"Jun 19, 2019","1.2639","1.2558","1.2674","1.2542","0.66%"
"Jun 18, 2019","1.2556","1.2534","1.2566","1.2506","0.19%"
"Jun 17, 2019","1.2532","1.2600","1.2607","1.2531","-0.46%"
"Jun 14, 2019","1.2590","1.2676","1.2684","1.2579","-0.65%"
"Jun 13, 2019","1.2672","1.2690","1.2709","1.2661","-0.11%"
"Jun 12, 2019","1.2686","1.2724","1.2759","1.2680","-0.28%"
"Jun 11, 2019","1.2722","1.2686","1.2734","1.2669","0.31%"
"Jun 10, 2019","1.2683","1.2731","1.2748","1.2653","-0.40%"
"Jun 07, 2019","1.2734","1.2702","1.2764","1.2687","0.28%"
"Jun 06, 2019","1.2699","1.2684","1.2743","1.2667","0.12%"
"Jun 05, 2019","1.2684","1.2697","1.2744","1.2679","-0.09%"
"Jun 04, 2019","1.2696","1.2665","1.2716","1.2642","0.26%"
"Jun 03, 2019","1.2663","1.2627","1.2675","1.2609","0.25%"
"May 31, 2019","1.2631","1.2608","1.2645","1.2558","0.20%"
"May 30, 2019","1.2606","1.2627","1.2641","1.2579","-0.15%"
"May 29, 2019","1.2625","1.2654","1.2672","1.2611","-0.21%"
"May 28, 2019","1.2652","1.2679","1.2702","1.2650","-0.20%"
"May 27, 2019","1.2677","1.2727","1.2756","1.2666","-0.28%"
"May 24, 2019","1.2712","1.2657","1.2734","1.2646","0.46%"
"May 23, 2019","1.2654","1.2663","1.2685","1.2605","-0.06%"
"May 22, 2019","1.2661","1.2706","1.2722","1.2623","-0.35%"
"May 21, 2019","1.2705","1.2730","1.2815","1.2685","-0.17%"
"May 20, 2019","1.2726","1.2721","1.2759","1.2714","0.06%"
"May 17, 2019","1.2718","1.2797","1.2809","1.2713","-0.60%"
"May 16, 2019","1.2795","1.2843","1.2864","1.2787","-0.41%"
"May 15, 2019","1.2848","1.2908","1.2924","1.2825","-0.43%"
"May 14, 2019","1.2904","1.2958","1.2973","1.2902","-0.39%"
"May 13, 2019","1.2955","1.2998","1.3042","1.2940","-0.34%"
"May 10, 2019","1.2999","1.3008","1.3048","1.2990","-0.11%"
"May 09, 2019","1.3013","1.3007","1.3037","1.2967","0.05%"
"May 08, 2019","1.3006","1.3077","1.3082","1.2987","-0.52%"
"May 07, 2019","1.3074","1.3097","1.3133","1.3039","-0.16%"
"May 06, 2019","1.3095","1.3114","1.3171","1.3081","-0.58%"
"May 03, 2019","1.3171","1.3033","1.3178","1.2989","1.05%"
"May 02, 2019","1.3034","1.3050","1.3082","1.3017","-0.11%"
"May 01, 2019","1.3049","1.3033","1.3103","1.3029","0.14%"
"Apr 30, 2019","1.3031","1.2939","1.3050","1.2924","0.73%"
"Apr 29, 2019","1.2936","1.2926","1.2947","1.2904","0.15%"
"Apr 26, 2019","1.2917","1.2899","1.2945","1.2876","0.16%"
"Apr 25, 2019","1.2897","1.2902","1.2918","1.2865","-0.02%"
"Apr 24, 2019","1.2900","1.2938","1.2965","1.2888","-0.29%"
"Apr 23, 2019","1.2937","1.2981","1.3020","1.2928","-0.35%"
"Apr 22, 2019","1.2982","1.2995","1.3002","1.2974","-0.05%"
"Apr 19, 2019","1.2988","1.2998","1.3015","1.2982","-0.06%"
"Apr 18, 2019","1.2996","1.3042","1.3054","1.2979","-0.36%"
"Apr 17, 2019","1.3043","1.3049","1.3069","1.3029","-0.04%"
"Apr 16, 2019","1.3048","1.3102","1.3113","1.3042","-0.37%"
"Apr 15, 2019","1.3097","1.3076","1.3120","1.3065","0.12%"
"Apr 12, 2019","1.3081","1.3061","1.3133","1.3049","0.21%"
"Apr 11, 2019","1.3054","1.3092","1.3110","1.3050","-0.27%"
"Apr 10, 2019","1.3089","1.3058","1.3122","1.3043","0.22%"
"Apr 09, 2019","1.3060","1.3065","1.3123","1.3030","-0.02%"
"Apr 08, 2019","1.3062","1.3036","1.3076","1.3021","0.20%"
"Apr 05, 2019","1.3036","1.3079","1.3124","1.2987","-0.31%"
"Apr 04, 2019","1.3077","1.3161","1.3192","1.3060","-0.62%"
"Apr 03, 2019","1.3159","1.3127","1.3197","1.3121","0.24%"
"Apr 02, 2019","1.3127","1.3102","1.3151","1.3013","0.21%"
"Apr 01, 2019","1.3099","1.3038","1.3151","1.3009","0.52%"
"Mar 29, 2019","1.3031","1.3046","1.3137","1.2978","-0.09%"
"Mar 28, 2019","1.3043","1.3189","1.3217","1.3034","-1.11%"
"Mar 27, 2019","1.3189","1.3208","1.3270","1.3166","-0.14%"
"Mar 26, 2019","1.3207","1.3194","1.3263","1.3158","0.04%"
"Mar 25, 2019","1.3202","1.3207","1.3247","1.3160","-0.05%"
"Mar 22, 2019","1.3209","1.3109","1.3225","1.3081","0.78%"
"Mar 21, 2019","1.3107","1.3196","1.3230","1.3004","-0.67%"
"Mar 20, 2019","1.3196","1.3269","1.3283","1.3145","-0.54%"
"Mar 19, 2019","1.3267","1.3256","1.3312","1.3240","0.09%"
"Mar 18, 2019","1.3255","1.3288","1.3302","1.3183","-0.26%"
"Mar 15, 2019","1.3289","1.3240","1.3302","1.3202","0.38%"
"Mar 14, 2019","1.3239","1.3341","1.3342","1.3207","-0.73%"
"Mar 13, 2019","1.3337","1.3076","1.3384","1.3059","2.02%"
"Mar 12, 2019","1.3073","1.3151","1.3290","1.3004","-0.59%"
"Mar 11, 2019","1.3151","1.3018","1.3172","1.2948","1.04%"
"Mar 08, 2019","1.3015","1.3085","1.3110","1.2989","-0.53%"
"Mar 07, 2019","1.3084","1.3170","1.3187","1.3068","-0.65%"
"Mar 06, 2019","1.3169","1.3180","1.3182","1.3124","-0.05%"
"Mar 05, 2019","1.3175","1.3177","1.3199","1.3097","-0.08%"
"Mar 04, 2019","1.3186","1.3238","1.3275","1.3166","-0.12%"
"Mar 01, 2019","1.3202","1.3262","1.3288","1.3171","-0.44%"
"Feb 28, 2019","1.3261","1.3309","1.3326","1.3253","-0.35%"
"Feb 27, 2019","1.3308","1.3250","1.3350","1.3233","0.44%"
"Feb 26, 2019","1.3250","1.3089","1.3290","1.3089","1.18%"
"Feb 25, 2019","1.3095","1.3074","1.3115","1.3040","0.33%"
"Feb 22, 2019","1.3052","1.3045","1.3082","1.2967","0.02%"
"Feb 21, 2019","1.3049","1.3051","1.3096","1.3025","0.00%"
"Feb 20, 2019","1.3049","1.3062","1.3110","1.3011","-0.10%"
"Feb 19, 2019","1.3062","1.2923","1.3075","1.2895","1.09%"
"Feb 18, 2019","1.2921","1.2891","1.2939","1.2891","0.25%"
"Feb 15, 2019","1.2889","1.2808","1.2899","1.2784","0.61%"
"Feb 14, 2019","1.2811","1.2845","1.2879","1.2772","-0.26%"
"Feb 13, 2019","1.2844","1.2893","1.2960","1.2845","-0.36%"
"Feb 12, 2019","1.2890","1.2859","1.2910","1.2832","0.32%"
"Feb 11, 2019","1.2849","1.2949","1.2957","1.2845","-0.76%"
"Feb 08, 2019","1.2947","1.2954","1.2977","1.2921","-0.05%"
"Feb 07, 2019","1.2953","1.2933","1.2997","1.2853","0.16%"
"Feb 06, 2019","1.2932","1.2950","1.2981","1.2925","-0.08%"
"Feb 05, 2019","1.2942","1.3039","1.3056","1.2924","-0.71%"
"Feb 04, 2019","1.3035","1.3085","1.3104","1.3029","-0.37%"
"Feb 01, 2019","1.3083","1.3107","1.3116","1.3043","-0.13%"
"Jan 31, 2019","1.3100","1.3116","1.3161","1.3097","-0.12%"
"Jan 30, 2019","1.3116","1.3066","1.3147","1.3053","0.38%"
"Jan 29, 2019","1.3066","1.3168","1.3200","1.3056","-0.73%"
"Jan 28, 2019","1.3162","1.3194","1.3214","1.3137","-0.30%"
"Jan 25, 2019","1.3201","1.3065","1.3218","1.3055","1.05%"
"Jan 24, 2019","1.3064","1.3068","1.3096","1.3011","-0.02%"
"Jan 23, 2019","1.3067","1.2959","1.3082","1.2943","0.85%"
"Jan 22, 2019","1.2957","1.2890","1.2976","1.2855","0.52%"
"Jan 21, 2019","1.2890","1.2883","1.2912","1.2830","0.13%"
"Jan 18, 2019","1.2873","1.2986","1.2995","1.2856","-0.85%"
"Jan 17, 2019","1.2984","1.2886","1.3002","1.2832","0.80%"
"Jan 16, 2019","1.2881","1.2860","1.2898","1.2824","0.18%"
"Jan 15, 2019","1.2858","1.2862","1.2917","1.2670","-0.04%"
"Jan 14, 2019","1.2863","1.2848","1.2931","1.2817","0.17%"
"Jan 11, 2019","1.2841","1.2758","1.2867","1.2709","0.74%"
"Jan 10, 2019","1.2747","1.2789","1.2802","1.2728","-0.32%"
"Jan 09, 2019","1.2788","1.2717","1.2806","1.2711","0.56%"
"Jan 08, 2019","1.2717","1.2780","1.2798","1.2706","-0.48%"
"Jan 07, 2019","1.2778","1.2730","1.2788","1.2717","0.41%"
"Jan 04, 2019","1.2726","1.2629","1.2745","1.2615","0.75%"
"Jan 03, 2019","1.2631","1.2605","1.2649","1.2438","0.19%"
"Jan 02, 2019","1.2607","1.2742","1.2776","1.2581","-1.13%"
"Jan 01, 2019","1.2751","1.2761","1.2765","1.2725","-0.05%"
"Dec 31, 2018","1.2757","1.2682","1.2816","1.2680","0.41%"
"Dec 28, 2018","1.2705","1.2644","1.2711","1.2634","0.50%"
"Dec 27, 2018","1.2642","1.2632","1.2676","1.2615","0.08%"
"Dec 26, 2018","1.2632","1.2674","1.2721","1.2630","-0.41%"
"Dec 25, 2018","1.2684","1.2724","1.2728","1.2665","-0.30%"
"Dec 24, 2018","1.2722","1.2652","1.2744","1.2629","0.73%"
"Dec 21, 2018","1.2630","1.2658","1.2699","1.2617","-0.20%"
"Dec 20, 2018","1.2655","1.2610","1.2708","1.2608","0.38%"
"Dec 19, 2018","1.2607","1.2640","1.2680","1.2607","-0.29%"
"Dec 18, 2018","1.2644","1.2624","1.2707","1.2609","0.15%"
"Dec 17, 2018","1.2625","1.2591","1.2648","1.2569","0.33%"
"Dec 14, 2018","1.2583","1.2656","1.2676","1.2529","-0.57%"
"Dec 13, 2018","1.2655","1.2635","1.2687","1.2609","0.21%"
"Dec 12, 2018","1.2629","1.2488","1.2673","1.2477","1.16%"
"Dec 11, 2018","1.2484","1.2564","1.2639","1.2479","-0.60%"
"Dec 10, 2018","1.2559","1.2729","1.2760","1.2507","-1.31%"
"Dec 07, 2018","1.2726","1.2785","1.2813","1.2710","-0.44%"
"Dec 06, 2018","1.2782","1.2733","1.2813","1.2699","0.40%"
"Dec 05, 2018","1.2731","1.2724","1.2799","1.2671","0.10%"
"Dec 04, 2018","1.2718","1.2724","1.2841","1.2659","-0.03%"
"Dec 03, 2018","1.2722","1.2768","1.2826","1.2699","-0.23%"
"Nov 30, 2018","1.2751","1.2792","1.2810","1.2735","-0.32%"
"Nov 29, 2018","1.2792","1.2824","1.2852","1.2754","-0.25%"
"Nov 28, 2018","1.2824","1.2746","1.2849","1.2731","0.60%"
"Nov 27, 2018","1.2747","1.2835","1.2836","1.2724","-0.67%"
"Nov 26, 2018","1.2833","1.2853","1.2865","1.2795","0.16%"
"Nov 23, 2018","1.2812","1.2879","1.2884","1.2799","-0.50%"
"Nov 22, 2018","1.2876","1.2776","1.2929","1.2768","0.79%"
"Nov 21, 2018","1.2775","1.2788","1.2821","1.2763","-0.09%"
"Nov 20, 2018","1.2786","1.2852","1.2884","1.2775","-0.49%"
"Nov 19, 2018","1.2849","1.2829","1.2885","1.2795","0.09%"
"Nov 16, 2018","1.2837","1.2773","1.2879","1.2759","0.49%"
"Nov 15, 2018","1.2774","1.2991","1.3031","1.2724","-1.69%"
"Nov 14, 2018","1.2994","1.2979","1.3073","1.2885","0.18%"
"Nov 13, 2018","1.2971","1.2849","1.3048","1.2840","0.97%"
"Nov 12, 2018","1.2847","1.2960","1.2967","1.2826","-0.98%"
"Nov 09, 2018","1.2974","1.3062","1.3082","1.2958","-0.67%"
"Nov 08, 2018","1.3061","1.3127","1.3151","1.3045","-0.48%"
"Nov 07, 2018","1.3124","1.3102","1.3176","1.3073","0.21%"
"Nov 06, 2018","1.3097","1.3041","1.3109","1.3020","0.44%"
"Nov 05, 2018","1.3040","1.3025","1.3064","1.2965","0.54%"
"Nov 02, 2018","1.2970","1.3011","1.3042","1.2950","-0.30%"
"Nov 01, 2018","1.3009","1.2769","1.3037","1.2760","1.91%"
"Oct 31, 2018","1.2765","1.2707","1.2832","1.2698","0.48%"
"Oct 30, 2018","1.2704","1.2793","1.2814","1.2695","-0.68%"
"Oct 29, 2018","1.2791","1.2828","1.2854","1.2791","-0.31%"
"Oct 26, 2018","1.2831","1.2817","1.2843","1.2776","0.12%"
"Oct 25, 2018","1.2815","1.2883","1.2921","1.2797","-0.50%"
"Oct 24, 2018","1.2880","1.2983","1.2995","1.2866","-0.79%"
"Oct 23, 2018","1.2982","1.2966","1.3045","1.2937","0.16%"
"Oct 22, 2018","1.2961","1.3068","1.3092","1.2955","-0.83%"
"Oct 19, 2018","1.3070","1.3018","1.3105","1.3010","0.40%"
"Oct 18, 2018","1.3018","1.3113","1.3132","1.3015","-0.74%"
"Oct 17, 2018","1.3115","1.3183","1.3194","1.3100","-0.55%"
"Oct 16, 2018","1.3187","1.3153","1.3237","1.3141","0.26%"
"Oct 15, 2018","1.3153","1.3140","1.3183","1.3079","-0.02%"
"Oct 12, 2018","1.3155","1.3225","1.3259","1.3149","-0.61%"
"Oct 11, 2018","1.3236","1.3196","1.3249","1.3182","0.30%"
"Oct 10, 2018","1.3196","1.3143","1.3217","1.3134","0.40%"
"Oct 09, 2018","1.3144","1.3091","1.3152","1.3032","0.41%"
"Oct 08, 2018","1.3090","1.3108","1.3136","1.3028","-0.25%"
"Oct 05, 2018","1.3123","1.3019","1.3126","1.3002","0.79%"
"Oct 04, 2018","1.3020","1.2941","1.3042","1.2921","0.62%"
"Oct 03, 2018","1.2940","1.2979","1.3024","1.2924","-0.30%"
"Oct 02, 2018","1.2979","1.3044","1.3057","1.2940","-0.49%"
"Oct 01, 2018","1.3043","1.3031","1.3112","1.3011","0.09%"
"Sep 28, 2018","1.3031","1.3081","1.3093","1.3000","-0.39%"
"Sep 27, 2018","1.3082","1.3168","1.3188","1.3075","-0.67%"
"Sep 26, 2018","1.3170","1.3185","1.3219","1.3138","-0.10%"
"Sep 25, 2018","1.3183","1.3121","1.3195","1.3094","0.47%"
"Sep 24, 2018","1.3121","1.3069","1.3169","1.3055","0.34%"
"Sep 21, 2018","1.3077","1.3268","1.3278","1.3054","-1.43%"
"Sep 20, 2018","1.3267","1.3144","1.3299","1.3135","0.94%"
"Sep 19, 2018","1.3144","1.3150","1.3216","1.3095","-0.04%"
"Sep 18, 2018","1.3149","1.3158","1.3174","1.3118","-0.07%"
"Sep 17, 2018","1.3158","1.3069","1.3168","1.3069","0.69%"
"Sep 14, 2018","1.3068","1.3107","1.3143","1.3055","-0.30%"
"Sep 13, 2018","1.3107","1.3047","1.3123","1.3026","0.45%"
"Sep 12, 2018","1.3048","1.3033","1.3081","1.2980","0.10%"
"Sep 11, 2018","1.3035","1.3027","1.3089","1.2970","0.06%"
"Sep 10, 2018","1.3027","1.2935","1.3053","1.2896","0.80%"
"Sep 07, 2018","1.2924","1.2933","1.3031","1.2910","-0.06%"
"Sep 06, 2018","1.2932","1.2905","1.2963","1.2895","0.22%"
"Sep 05, 2018","1.2904","1.2854","1.2984","1.2785","0.37%"
"Sep 04, 2018","1.2856","1.2867","1.2884","1.2811","-0.12%"
"Sep 03, 2018","1.2872","1.2971","1.2971","1.2854","-0.70%"
"Aug 31, 2018","1.2963","1.3014","1.3031","1.2947","-0.36%"
"Aug 30, 2018","1.3010","1.3027","1.3045","1.2985","-0.13%"
"Aug 29, 2018","1.3027","1.2876","1.3034","1.2846","1.16%"
